,Time,Time nanosec,Zaber pos,Zaber vel,Tip trans x,Tip trans y,Tip trans z,Tip rot x,Tip rot y,Tip rot z,Tip rot w,Handle trans x,Handle trans y,Handle trans z,Handle rot x,Handle rot y,Handle rot z,Handle rot w
0,1681086519,534005602,1.9531249989768185e-05,0.0,0.05202127863022246,-0.18399964511323422,0.015500653788813018,0.5940451582844521,-0.369314038974831,0.3743227676142889,0.6087692142187189,0.04867118741009535,0.008480397140113644,0.002839063302803535,0.056603859193390144,-0.02951222389085329,0.030639705574954258,0.9974899699785011
1,1681086519,582114628,1.9531249989768185e-05,0.0,0.05207968871482871,-0.18400569377028617,0.015543786008633764,0.5940122584575703,-0.36935355517634044,0.3743036281610532,0.6087891112907711,0.048756903589374845,0.008485974550696884,0.002853942589004302,0.05663846966946787,-0.02943253414160876,0.03019278561406339,0.9975039876533662
2,1681086519,630120990,1.9531249989768185e-05,0.0,0.05208066233470161,-0.1839968074259418,0.015489779463881886,0.5940334586927043,-0.36939601975529834,0.37398594005243846,0.6089378845051605,0.048780600367636553,0.00850387335690056,0.002845235614625574,0.056571240864232895,-0.029356933270772014,0.029915035916188493,0.9975183987286398
3,1681086519,677981341,1.9531249989768185e-05,0.0,0.05205336532828764,-0.18399781991944508,0.015547691883083137,0.5939283652875726,-0.36939858573105716,0.37415606671441876,0.6089343310304666,0.0487536847353538,0.008502653092867657,0.0028584287831043415,0.0566875175348651,-0.029353428311376877,0.030105457143966164,0.9975061719369239
4,1681086519,725981116,1.9531249989768185e-05,0.0,0.05212179414268879,-0.1839904251557872,0.01565016377996936,0.5937817528103697,-0.3692615026512128,0.3743004908845014,0.6090716831480797,0.04872269288846515,0.00847900671588142,0.0028587484688839537,0.05647788727951545,-0.029345459922765726,0.030452876341042604,0.9975077516254803
5,1681086519,773959769,1.9531249989768185e-05,0.0,0.05212378684444141,-0.18396831449621476,0.01564443052389783,0.5938144026074738,-0.369287289061179,0.37446127352075936,0.6089253714758365,0.048627614240246614,0.008479008586425835,0.0028585392586220337,0.056489850748561166,-0.029428622104574174,0.030814198743261644,0.9974935278583226
6,1681086519,821815779,1.9531249989768185e-05,0.0,0.0520832224495483,-0.18396032684803076,0.015630620116827545,0.5937704028638785,-0.3693148569433141,0.3744340886855511,0.6089682736842926,0.04863267776003562,0.008469167706802339,0.002845215675936333,0.05643706748391425,-0.029429736230935265,0.030899094827255457,0.9974938566116835
7,1681086519,869845649,1.9531249989768185e-05,0.0,0.05205124046328331,-0.1840000849492977,0.015581055961799178,0.5940336106817024,-0.3692576272572284,0.374315787742423,0.6088189920983009,0.048641727861701095,0.008454264939823625,0.0028421497067331047,0.05658110080654794,-0.029512370947750145,0.030864870802286046,0.997484315036041
8,1681086519,917758990,1.9531249989768185e-05,0.0,0.052055485665941564,-0.18396872590850605,0.015573840235596853,0.5940438599679786,-0.3692444805959589,0.37439458136991816,0.6087685138249259,0.04866666440616507,0.008458830271742018,0.0028122528356403775,0.05658476446603617,-0.029558351089944243,0.030868745258882106,0.9974826258523549
9,1681086519,965917544,1.9531249989768185e-05,0.0,0.05164373571770439,-0.18407798560300098,0.014741176257723393,0.5950681904803621,-0.3692089099098265,0.3724658808811812,0.6089727392100822,0.048670736190220026,0.008431343329621338,0.002804583455712842,0.056397417524482546,-0.0296348913159265,0.0309947104410507,0.9974870587821868
